"Step","prox_01 - hard_ogc_acc_avg","prox_01 - hard_ogc_acc_avg__MIN","prox_01 - hard_ogc_acc_avg__MAX","restful-spaceship-22 - hard_ogc_acc_avg","restful-spaceship-22 - hard_ogc_acc_avg__MIN","restful-spaceship-22 - hard_ogc_acc_avg__MAX","radiant-energy-14 - hard_ogc_acc_avg","radiant-energy-14 - hard_ogc_acc_avg__MIN","radiant-energy-14 - hard_ogc_acc_avg__MAX","blooming-glade-13 - hard_ogc_acc_avg","blooming-glade-13 - hard_ogc_acc_avg__MIN","blooming-glade-13 - hard_ogc_acc_avg__MAX","soft-waterfall-9 - hard_ogc_acc_avg","soft-waterfall-9 - hard_ogc_acc_avg__MIN","soft-waterfall-9 - hard_ogc_acc_avg__MAX"
"0","1","1","1","0.5","0.5","0.5","1","1","1","1","1","1","1","1","1"
"1","0.975","0.975","0.975","0.5","0.5","0.5","1","1","1","1","1","1","1","1","1"
"2","0.9333333333333332","0.9333333333333332","0.9333333333333332","0.5","0.5","0.5","0.9500000000000001","0.9500000000000001","0.9500000000000001","0.9500000000000001","0.9500000000000001","0.9500000000000001","0.9500000000000001","0.9500000000000001","0.9500000000000001"
"3","0.95","0.95","0.95","0.5","0.5","0.5","0.9625","0.9625","0.9625","0.9625","0.9625","0.9625","0.9625","0.9625","0.9625"
"4","0.9600000000000002","0.9600000000000002","0.9600000000000002","0.5","0.5","0.5","0.97","0.97","0.97","0.97","0.97","0.97","0.97","0.97","0.97"
"5","0.9583333333333334","0.9583333333333334","0.9583333333333334","0.5","0.5","0.5","0.975","0.975","0.975","0.975","0.975","0.975","0.975","0.975","0.975"
"6","0.9571428571428571","0.9571428571428571","0.9571428571428571","0.5","0.5","0.5","0.9785714285714285","0.9785714285714285","0.9785714285714285","0.9785714285714285","0.9785714285714285","0.9785714285714285","0.9785714285714285","0.9785714285714285","0.9785714285714285"
"7","0.9562499999999999","0.9562499999999999","0.9562499999999999","0.50625","0.50625","0.50625","0.98125","0.98125","0.98125","0.98125","0.98125","0.98125","0.98125","0.98125","0.98125"
"8","0.9388888888888888","0.9388888888888888","0.9388888888888888","0.5055555555555555","0.5055555555555555","0.5055555555555555","","","","","","","0.9722222222222222","0.9722222222222222","0.9722222222222222"
"9","0.9349999999999999","0.9349999999999999","0.9349999999999999","0.505","0.505","0.505","","","","","","","0.975","0.975","0.975"
"10","0.9227272727272726","0.9227272727272726","0.9227272727272726","0.5045454545454545","0.5045454545454545","0.5045454545454545","","","","","","","0.9681818181818183","0.9681818181818183","0.9681818181818183"
"11","0.9291666666666666","0.9291666666666666","0.9291666666666666","0.5041666666666667","0.5041666666666667","0.5041666666666667","","","","","","","0.9708333333333333","0.9708333333333333","0.9708333333333333"
"12","0.926923076923077","0.926923076923077","0.926923076923077","0.5038461538461538","0.5038461538461538","0.5038461538461538","","","","","","","0.9692307692307692","0.9692307692307692","0.9692307692307692"
"13","0.9321428571428569","0.9321428571428569","0.9321428571428569","0.5035714285714286","0.5035714285714286","0.5035714285714286","","","","","","","0.9714285714285714","0.9714285714285714","0.9714285714285714"
"14","0.92","0.92","0.92","0.5033333333333333","0.5033333333333333","0.5033333333333333","","","","","","","0.9700000000000001","0.9700000000000001","0.9700000000000001"
"15","0.921875","0.921875","0.921875","0.503125","0.503125","0.503125","","","","","","","0.971875","0.971875","0.971875"
"16","0.8970588235294117","0.8970588235294117","0.8970588235294117","0.5029411764705882","0.5029411764705882","0.5029411764705882","","","","","","","0.9588235294117647","0.9588235294117647","0.9588235294117647"
"17","0.8972222222222221","0.8972222222222221","0.8972222222222221","0.5027777777777778","0.5027777777777778","0.5027777777777778","","","","","","","0.9611111111111111","0.9611111111111111","0.9611111111111111"
"18","0.8999999999999999","0.8999999999999999","0.8999999999999999","0.5263157894736842","0.5263157894736842","0.5263157894736842","","","","","","","0.9605263157894737","0.9605263157894737","0.9605263157894737"
"19","0.885","0.885","0.885","0.53","0.53","0.53","","","","","","","0.9625","0.9625","0.9625"
"20","0.8904761904761904","0.8904761904761904","0.8904761904761904","0.5523809523809524","0.5523809523809524","0.5523809523809524","","","","","","","0.9619047619047618","0.9619047619047618","0.9619047619047618"
"21","0.8931818181818181","0.8931818181818181","0.8931818181818181","0.5704545454545454","0.5704545454545454","0.5704545454545454","","","","","","","0.9636363636363636","0.9636363636363636","0.9636363636363636"
"22","0.8956521739130434","0.8956521739130434","0.8956521739130434","0.5869565217391305","0.5869565217391305","0.5869565217391305","","","","","","","0.9608695652173912","0.9608695652173912","0.9608695652173912"
"23","0.8895833333333334","0.8895833333333334","0.8895833333333334","0.6041666666666666","0.6041666666666666","0.6041666666666666","","","","","","","0.9625","0.9625","0.9625"
"24","0.884","0.884","0.884","0.61","0.61","0.61","","","","","","","0.9640000000000001","0.9640000000000001","0.9640000000000001"
"25","0.8788461538461539","0.8788461538461539","0.8788461538461539","0.6153846153846154","0.6153846153846154","0.6153846153846154","","","","","","","0.9653846153846154","0.9653846153846154","0.9653846153846154"
"26","0.8648148148148148","0.8648148148148148","0.8648148148148148","0.6111111111111112","0.6111111111111112","0.6111111111111112","","","","","","","0.9648148148148148","0.9648148148148148","0.9648148148148148"
"27","0.8625","0.8625","0.8625","0.6178571428571429","0.6178571428571429","0.6178571428571429","","","","","","","0.9660714285714286","0.9660714285714286","0.9660714285714286"
"28","0.853448275862069","0.853448275862069","0.853448275862069","0.6189655172413794","0.6189655172413794","0.6189655172413794","","","","","","","","",""
"29","0.8550000000000001","0.8550000000000001","0.8550000000000001","0.6283333333333334","0.6283333333333334","0.6283333333333334","","","","","","","","",""
"30","0.8435483870967743","0.8435483870967743","0.8435483870967743","0.6241935483870968","0.6241935483870968","0.6241935483870968","","","","","","","","",""
"31","0.846875","0.846875","0.846875","0.634375","0.634375","0.634375","","","","","","","","",""
"32","0.8363636363636364","0.8363636363636364","0.8363636363636364","0.6303030303030304","0.6303030303030304","0.6303030303030304","","","","","","","","",""
"33","0.8411764705882353","0.8411764705882353","0.8411764705882353","0.6411764705882352","0.6411764705882352","0.6411764705882352","","","","","","","","",""
"34","0.8271428571428572","0.8271428571428572","0.8271428571428572","0.637142857142857","0.637142857142857","0.637142857142857","","","","","","","","",""
"35","0.8305555555555556","0.8305555555555556","0.8305555555555556","0.6458333333333334","0.6458333333333334","0.6458333333333334","","","","","","","","",""
"36","0.8351351351351352","0.8351351351351352","0.8351351351351352","0.6554054054054054","0.6554054054054054","0.6554054054054054","","","","","","","","",""
"37","0.8394736842105264","0.8394736842105264","0.8394736842105264","0.6644736842105263","0.6644736842105263","0.6644736842105263","","","","","","","","",""
"38","0.8435897435897437","0.8435897435897437","0.8435897435897437","0.6730769230769231","0.6730769230769231","0.6730769230769231","","","","","","","","",""
"39","0.8475000000000001","0.8475000000000001","0.8475000000000001","0.68125","0.68125","0.68125","","","","","","","","",""
"40","0.851219512195122","0.851219512195122","0.851219512195122","0.6890243902439024","0.6890243902439024","0.6890243902439024","","","","","","","","",""
"41","0.8535714285714284","0.8535714285714284","0.8535714285714284","0.6964285714285714","0.6964285714285714","0.6964285714285714","","","","","","","","",""
"42","0.8511627906976743","0.8511627906976743","0.8511627906976743","0.6976744186046512","0.6976744186046512","0.6976744186046512","","","","","","","","",""
"43","0.8545454545454546","0.8545454545454546","0.8545454545454546","0.7045454545454546","0.7045454545454546","0.7045454545454546","","","","","","","","",""
"44","0.8466666666666667","0.8466666666666667","0.8466666666666667","0.7","0.7","0.7","","","","","","","","",""
"45","0.85","0.85","0.85","0.7065217391304348","0.7065217391304348","0.7065217391304348","","","","","","","","",""
"46","0.8436170212765959","0.8436170212765959","0.8436170212765959","0.7031914893617021","0.7031914893617021","0.7031914893617021","","","","","","","","",""
"47","0.8468750000000002","0.8468750000000002","0.8468750000000002","0.709375","0.709375","0.709375","","","","","","","","",""
"48","0.839795918367347","0.839795918367347","0.839795918367347","0.7051020408163264","0.7051020408163264","0.7051020408163264","","","","","","","","",""
"49","0.8420000000000001","0.8420000000000001","0.8420000000000001","0.71","0.71","0.71","","","","","","","","",""
"50","0.8333333333333334","0.8333333333333334","0.8333333333333334","0.7058823529411765","0.7058823529411765","0.7058823529411765","","","","","","","","",""
"51","0.8365384615384616","0.8365384615384616","0.8365384615384616","0.7115384615384617","0.7115384615384617","0.7115384615384617","","","","","","","","",""
"52","0.8301886792452831","0.8301886792452831","0.8301886792452831","0.7075471698113209","0.7075471698113209","0.7075471698113209","","","","","","","","",""
"53","0.8324074074074075","0.8324074074074075","0.8324074074074075","0.7120370370370371","0.7120370370370371","0.7120370370370371","","","","","","","","",""
"54","0.8281818181818182","0.8281818181818182","0.8281818181818182","0.7081818181818182","0.7081818181818182","0.7081818181818182","","","","","","","","",""
"55","0.8223214285714286","0.8223214285714286","0.8223214285714286","0.7044642857142858","0.7044642857142858","0.7044642857142858","","","","","","","","",""
"56","0.8166666666666668","0.8166666666666668","0.8166666666666668","0.7052631578947369","0.7052631578947369","0.7052631578947369","","","","","","","","",""
"57","0.8112068965517242","0.8112068965517242","0.8112068965517242","0.7017241379310345","0.7017241379310345","0.7017241379310345","","","","","","","","",""
"58","0.8059322033898306","0.8059322033898306","0.8059322033898306","0.6983050847457628","0.6983050847457628","0.6983050847457628","","","","","","","","",""
"59","0.8016666666666666","0.8016666666666666","0.8016666666666666","0.6958333333333333","0.6958333333333333","0.6958333333333333","","","","","","","","",""
"60","0.7967213114754098","0.7967213114754098","0.7967213114754098","0.6926229508196722","0.6926229508196722","0.6926229508196722","","","","","","","","",""
"61","0.7919354838709678","0.7919354838709678","0.7919354838709678","0.6895161290322581","0.6895161290322581","0.6895161290322581","","","","","","","","",""
"62","0.7873015873015873","0.7873015873015873","0.7873015873015873","0.6865079365079365","0.6865079365079365","0.6865079365079365","","","","","","","","",""
"63","0.7828125","0.7828125","0.7828125","0.68359375","0.68359375","0.68359375","","","","","","","","",""
"64","0.7784615384615385","0.7784615384615385","0.7784615384615385","0.6807692307692308","0.6807692307692308","0.6807692307692308","","","","","","","","",""
"65","0.7742424242424243","0.7742424242424243","0.7742424242424243","0.678030303030303","0.678030303030303","0.678030303030303","","","","","","","","",""
"66","0.7679104477611941","0.7679104477611941","0.7679104477611941","0.6753731343283582","0.6753731343283582","0.6753731343283582","","","","","","","","",""
"67","0.7639705882352942","0.7639705882352942","0.7639705882352942","0.6727941176470589","0.6727941176470589","0.6727941176470589","","","","","","","","",""
"68","0.760144927536232","0.760144927536232","0.760144927536232","0.6702898550724637","0.6702898550724637","0.6702898550724637","","","","","","","","",""
"69","0.7564285714285715","0.7564285714285715","0.7564285714285715","0.6678571428571428","0.6678571428571428","0.6678571428571428","","","","","","","","",""
"70","0.7528169014084507","0.7528169014084507","0.7528169014084507","0.6654929577464789","0.6654929577464789","0.6654929577464789","","","","","","","","",""
"71","0.7493055555555556","0.7493055555555556","0.7493055555555556","0.6631944444444444","0.6631944444444444","0.6631944444444444","","","","","","","","",""
"72","0.7458904109589042","0.7458904109589042","0.7458904109589042","0.660958904109589","0.660958904109589","0.660958904109589","","","","","","","","",""
"73","0.7425675675675676","0.7425675675675676","0.7425675675675676","0.6587837837837838","0.6587837837837838","0.6587837837837838","","","","","","","","",""
"74","0.7393333333333334","0.7393333333333334","0.7393333333333334","0.6566666666666666","0.6566666666666666","0.6566666666666666","","","","","","","","",""
"75","0.7375","0.7375","0.7375","0.6546052631578947","0.6546052631578947","0.6546052631578947","","","","","","","","",""
"76","0.7344155844155845","0.7344155844155845","0.7344155844155845","0.6525974025974026","0.6525974025974026","0.6525974025974026","","","","","","","","",""
"77","0.7314102564102565","0.7314102564102565","0.7314102564102565","0.6506410256410257","0.6506410256410257","0.6506410256410257","","","","","","","","",""
"78","0.728481012658228","0.728481012658228","0.728481012658228","0.6487341772151899","0.6487341772151899","0.6487341772151899","","","","","","","","",""
"79","0.7256250000000001","0.7256250000000001","0.7256250000000001","0.646875","0.646875","0.646875","","","","","","","","",""
"80","0.7228395061728395","0.7228395061728395","0.7228395061728395","0.6450617283950617","0.6450617283950617","0.6450617283950617","","","","","","","","",""
"81","0.7207317073170731","0.7207317073170731","0.7207317073170731","0.6432926829268293","0.6432926829268293","0.6432926829268293","","","","","","","","",""
"82","0.7192771084337349","0.7192771084337349","0.7192771084337349","0.641566265060241","0.641566265060241","0.641566265060241","","","","","","","","",""
"83","0.7172619047619048","0.7172619047619048","0.7172619047619048","0.6398809523809523","0.6398809523809523","0.6398809523809523","","","","","","","","",""
"84","0.7205882352941176","0.7205882352941176","0.7205882352941176","0.6435294117647058","0.6435294117647058","0.6435294117647058","","","","","","","","",""
"85","0.7215116279069768","0.7215116279069768","0.7215116279069768","0.6453488372093024","0.6453488372093024","0.6453488372093024","","","","","","","","",""
"86","0.7206896551724138","0.7206896551724138","0.7206896551724138","0.6454022988505747","0.6454022988505747","0.6454022988505747","","","","","","","","",""
"87","0.7215909090909091","0.7215909090909091","0.7215909090909091","0.6477272727272727","0.6477272727272727","0.6477272727272727","","","","","","","","",""
"88","0.7230337078651685","0.7230337078651685","0.7230337078651685","0.65","0.65","0.65","","","","","","","","",""
"89","0.7233333333333334","0.7233333333333334","0.7233333333333334","0.6511111111111111","0.6511111111111111","0.6511111111111111","","","","","","","","",""
"90","0.7225274725274725","0.7225274725274725","0.7225274725274725","0.6510989010989011","0.6510989010989011","0.6510989010989011","","","","","","","","",""
"91","0.7228260869565217","0.7228260869565217","0.7228260869565217","0.6521739130434783","0.6521739130434783","0.6521739130434783","","","","","","","","",""
"92","0.7204301075268817","0.7204301075268817","0.7204301075268817","0.6505376344086021","0.6505376344086021","0.6505376344086021","","","","","","","","",""
"93","0.722872340425532","0.722872340425532","0.722872340425532","0.6537234042553192","0.6537234042553192","0.6537234042553192","","","","","","","","",""
"94","0.7247368421052632","0.7247368421052632","0.7247368421052632","0.6552631578947369","0.6552631578947369","0.6552631578947369","","","","","","","","",""
"95","0.7265624999999999","0.7265624999999999","0.7265624999999999","0.6578125","0.6578125","0.6578125","","","","","","","","",""
"96","0.7252577319587629","0.7252577319587629","0.7252577319587629","0.6572164948453607","0.6572164948453607","0.6572164948453607","","","","","","","","",""
"97","0.7239795918367345","0.7239795918367345","0.7239795918367345","0.6566326530612244","0.6566326530612244","0.6566326530612244","","","","","","","","",""
"98","0.7237373737373737","0.7237373737373737","0.7237373737373737","0.6570707070707071","0.6570707070707071","0.6570707070707071","","","","","","","","",""
"99","0.725","0.725","0.725","0.659","0.659","0.659","","","","","","","","",""
"100","0.7257425742574257","0.7257425742574257","0.7257425742574257","0.6603960396039604","0.6603960396039604","0.6603960396039604","","","","","","","","",""
"101","0.7269607843137255","0.7269607843137255","0.7269607843137255","0.6617647058823529","0.6617647058823529","0.6617647058823529","","","","","","","","",""
"102","0.7262135922330096","0.7262135922330096","0.7262135922330096","0.6616504854368933","0.6616504854368933","0.6616504854368933","","","","","","","","",""
"103","0.7259615384615384","0.7259615384615384","0.7259615384615384","0.6620192307692309","0.6620192307692309","0.6620192307692309","","","","","","","","",""
"104","0.7276190476190475","0.7276190476190475","0.7276190476190475","0.6642857142857143","0.6642857142857143","0.6642857142857143","","","","","","","","",""
"105","0.7273584905660376","0.7273584905660376","0.7273584905660376","0.664622641509434","0.664622641509434","0.664622641509434","","","","","","","","",""
"106","0.7271028037383177","0.7271028037383177","0.7271028037383177","0.6649532710280375","0.6649532710280375","0.6649532710280375","","","","","","","","",""
"107","0.7268518518518519","0.7268518518518519","0.7268518518518519","0.6652777777777777","0.6652777777777777","0.6652777777777777","","","","","","","","",""
"108","0.7256880733944955","0.7256880733944955","0.7256880733944955","0.6646788990825688","0.6646788990825688","0.6646788990825688","","","","","","","","",""
"109","0.7236363636363637","0.7236363636363637","0.7236363636363637","0.6631818181818182","0.6631818181818182","0.6631818181818182","","","","","","","","",""
"110","0.7216216216216217","0.7216216216216217","0.7216216216216217","0.6617117117117117","0.6617117117117117","0.6617117117117117","","","","","","","","",""
"111","0.7214285714285714","0.7214285714285714","0.7214285714285714","0.6625","0.6625","0.6625","","","","","","","","",""
"112","0.7216814159292035","0.7216814159292035","0.7216814159292035","0.6632743362831859","0.6632743362831859","0.6632743362831859","","","","","","","","",""
